,Price,Case material,Bracelet material,Shape,Crystal,Clasp
9993,2674856.25,steel,Leather,Rectangular,Sapphire crystal,Buckle
9995,10039218.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
9997,3464381.25,steel,Rubber,Circular,Sapphire crystal,Buckle
9998,248761631.25,gold,Textile,Circular,Sapphire crystal,Buckle
9999,3267000.0,Bronze,Textile,Circular,Sapphire crystal,Buckle
10002,8031375.0,Titanium,Textile,Circular,Sapphire crystal,Buckle
10003,44233818.75,steel,Leather,Circular,Sapphire crystal,Fold clasp
10004,19738125.0,gold,Leather,Rectangular,Sapphire crystal,Buckle
10006,13578468.75,steel,Leather,Rectangular,Sapphire crystal,Double-fold clasp
10007,13387893.75,steel,Rubber,Circular,Sapphire crystal,Buckle
10012,142590937.5,Titanium,Rubber,Circular,Sapphire crystal,Buckle
10013,1374862.5,steel,Steel,Circular,Mineral Glass,Fold clasp
10015,183761943.75,gold,Textile,Rectangular,Sapphire crystal,Fold clasp
10016,120947062.5,steel,Steel,Circular,Sapphire crystal,Fold clasp
10017,17730281.25,Ceramic,Rubber,Circular,Sapphire crystal,Fold clasp
10018,139494093.75,steel,gold,Circular,Sapphire crystal,Fold clasp
10019,3981656.25,steel,Steel,Circular,Sapphire crystal,"Fold clasp, hidden"
10021,3328256.25,steel,Leather,Circular,Sapphire crystal,Double-fold clasp
10022,8419331.25,steel,Leather,Circular,Sapphire crystal,Fold clasp
10023,19636031.25,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
10024,20854350.0,steel,Leather,Circular,Sapphire crystal,Fold clasp
10025,4580606.25,steel,Leather,Rectangular,Sapphire crystal,Buckle
10026,16859081.25,steel,Leather,Circular,Sapphire crystal,Buckle
10027,4029300.0,steel,Steel,Rectangular,Sapphire crystal,"Fold clasp, hidden"
10028,4213068.75,steel,Steel,Circular,Glass,"Fold clasp, hidden"
10029,29688862.5,steel,Animal skin,Circular,Sapphire crystal,Buckle
10030,167862543.75,Titanium,Animal skin,Circular,Sapphire crystal,Buckle
10031,3403125000.0,gold,Animal skin,Circular,Sapphire crystal,Buckle
10032,536842968.75,gold,Animal skin,Circular,Sapphire crystal,Buckle
10033,883961718.75,gold,Animal skin,Circular,Sapphire crystal,Buckle
10034,203506875.0,gold,Animal skin,Circular,Sapphire crystal,Buckle
10035,530887500.0,Platinum,Animal skin,Circular,Sapphire crystal,Buckle
10036,312406875.0,Platinum,Animal skin,Circular,Sapphire crystal,Buckle
10037,323977500.0,Platinum,Animal skin,Circular,Sapphire crystal,Buckle
10038,340312500.0,gold,Animal skin,Circular,Sapphire crystal,Buckle
10039,265375687.5,gold,Animal skin,Circular,Sapphire crystal,Buckle
10040,256595625.0,gold,Animal skin,Circular,Sapphire crystal,Buckle
10041,401561943.75,gold,Animal skin,Circular,Sapphire crystal,Buckle
10042,105490068.75,gold,Leather,Circular,Sapphire crystal,Buckle
10043,231072187.5,Platinum,Animal skin,Circular,Sapphire crystal,Buckle
10044,176622187.5,gold,Leather,Circular,Sapphire crystal,Buckle
10046,234563793.75,gold,Animal skin,Circular,Sapphire crystal,Buckle
10048,326359687.5,gold,Animal skin,Circular,Sapphire crystal,Buckle
10049,191051437.5,gold,Leather,Circular,Sapphire crystal,Buckle
10050,394422187.5,steel,Steel,Circular,Sapphire crystal,Buckle
10051,442065937.5,Platinum,Animal skin,Circular,Sapphire crystal,Buckle
10052,850440937.5,gold,Animal skin,Circular,Sapphire crystal,Buckle
10053,462484687.5,gold,Animal skin,Circular,Sapphire crystal,Buckle
10054,164915437.5,gold,Animal skin,Circular,Sapphire crystal,Buckle
10055,116795250.0,gold,Animal skin,Circular,Sapphire crystal,Buckle
10056,714315937.5,Platinum,Animal skin,Circular,Sapphire crystal,Buckle
10057,1769284687.5,Platinum,Animal skin,Circular,Sapphire crystal,Buckle
10058,72479756.25,gold,Leather,Circular,Sapphire crystal,Buckle
10059,24917681.25,steel,Leather,Circular,Sapphire crystal,Buckle
10060,10631362.5,steel,Leather,Circular,Sapphire crystal,Buckle
10061,20888381.25,steel,Animal skin,Circular,Sapphire crystal,Buckle
10063,12387375.0,steel,Animal skin,Circular,Sapphire crystal,Buckle
10064,24189412.5,steel,Leather,Circular,Sapphire crystal,Buckle
10065,21916125.0,steel,Animal skin,Circular,Sapphire crystal,Buckle
10066,13850718.75,steel,Leather,Circular,Sapphire crystal,Buckle
10067,11910937.5,steel,Steel,Circular,Sapphire crystal,Fold clasp
10068,28953787.5,steel,Leather,Rectangular,Sapphire crystal,Fold clasp
10069,1551825.0,steel,Steel,Circular,Sapphire crystal,"Fold clasp, hidden"
10070,2021456.25,steel,Steel,Circular,Sapphire crystal,"Fold clasp, hidden"
10071,7323525.0,steel,Animal skin,Circular,Sapphire crystal,Buckle
10073,7881637.5,steel,Steel,Rectangular,Sapphire crystal,Double-fold clasp
10075,11706750.0,steel,Rubber,Circular,Sapphire crystal,Fold clasp
10076,11175862.5,steel,Rubber,Circular,Sapphire crystal,Fold clasp
10077,7452843.75,steel,Steel,Rectangular,Sapphire crystal,Fold clasp
10078,6942375.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
10079,9310950.0,steel,Leather,Circular,Sapphire crystal,Buckle
10080,4396837.5,steel,Animal skin,Circular,Sapphire crystal,Buckle
10081,12060675.0,steel,Rubber,Circular,Sapphire crystal,Fold clasp
10083,15654375.0,steel,Steel,Rectangular,Sapphire crystal,Fold clasp
10084,13891556.25,steel,Steel,Circular,Sapphire crystal,Fold clasp
10085,5901018.75,steel,Steel,Circular,Sapphire crystal,Buckle
10088,2565956.25,steel,Silicon,Circular,Sapphire crystal,Jewelry clasp
10089,3634537.5,steel,Rubber,Rectangular,Sapphire crystal,Buckle
10090,4723537.5,steel,Textile,Circular,Sapphire crystal,Buckle
10091,3096843.75,steel,Silicon,Circular,Sapphire crystal,Buckle
10092,5070656.25,steel,Steel,Rectangular,Sapphire crystal,"Fold clasp, hidden"
10093,4478512.5,steel,Leather,Circular,Sapphire crystal,Double-fold clasp
10094,6588450.0,steel,Leather,Rectangular,Sapphire crystal,Buckle
10095,6656512.5,steel,Steel,Circular,Sapphire crystal,Fold clasp
10096,19704093.75,steel,Leather,Rectangular,Plexiglass,Buckle
10097,15484218.75,steel,Leather,Rectangular,Plexiglass,Buckle
10098,34453237.5,steel,Leather,Rectangular,Plexiglass,Buckle
10099,16055943.75,steel,Leather,Circular,Sapphire crystal,Buckle
10100,12448631.25,steel,Animal skin,Rectangular,Sapphire crystal,Buckle
10101,13598887.5,steel,Leather,Circular,Sapphire crystal,Buckle
10102,14293125.0,steel,Rubber,Circular,Sapphire crystal,Buckle
10103,13898362.5,steel,Leather,Circular,Sapphire crystal,Buckle
10104,13428731.25,steel,Leather,Rectangular,Sapphire crystal,Buckle
10106,18315618.75,Bronze,Leather,Circular,Sapphire crystal,Buckle
10107,30233362.5,Bronze,Leather,Circular,Sapphire crystal,Fold clasp
10108,21752775.0,steel,Leather,Rectangular,Sapphire crystal,Buckle
10109,10427175.0,steel,Animal skin,Circular,Sapphire crystal,Buckle
10110,8432943.75,steel,Leather,Circular,Sapphire crystal,Buckle
10111,18322425.0,steel,Animal skin,Circular,Sapphire crystal,Buckle
10112,22651200.0,steel,Animal skin,Circular,Sapphire crystal,Buckle
10113,10631362.5,steel,Rubber,Rectangular,Sapphire crystal,Buckle
10114,18376875.0,Bronze,Steel,Circular,Sapphire crystal,Buckle
10115,34820775.0,Titanium,Animal skin,Circular,Sapphire crystal,Buckle
10116,25652756.25,steel,Steel,Circular,Sapphire crystal,"Fold clasp, hidden"
10117,10631362.5,steel,Textile,Circular,Plexiglass,Buckle
10118,7166981.25,steel,Rubber,Rectangular,Sapphire crystal,Buckle
10119,14660662.5,steel,Leather,Rectangular,Sapphire crystal,Buckle
10120,18839700.0,steel,Steel,Rectangular,Sapphire crystal,"Fold clasp, hidden"
10121,18322425.0,steel,Rubber,Circular,Sapphire crystal,Buckle
10122,13558050.0,Plastic,Silicon,Rectangular,Plastic,Buckle
10123,6227718.75,steel,Textile,Rectangular,Plexiglass,Buckle
10124,7330331.25,steel,Steel,Circular,Plexiglass,Double-fold clasp
10125,3110456.25,steel,Animal skin,Circular,Sapphire crystal,Buckle
10126,7221431.25,steel,Animal skin,Rectangular,Sapphire crystal,Buckle
10127,5485837.5,steel,Animal skin,Rectangular,Sapphire crystal,Buckle
10128,5125106.25,steel,Leather,Rectangular,Plexiglass,Buckle
10129,3648150.0,steel,Animal skin,Rectangular,Sapphire crystal,Buckle
10130,8793675.0,steel,Leather,Circular,Sapphire crystal,Buckle
10131,6874312.5,steel,Leather,Circular,Sapphire crystal,Fold clasp
10132,17226618.75,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
10133,17519287.5,steel,Steel,Circular,Sapphire crystal,Fold clasp
10134,20970056.25,steel,Steel,Circular,Sapphire crystal,Fold clasp
10135,33949575.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
10136,9821418.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
10137,10658587.5,steel,Steel,Circular,Sapphire crystal,Fold clasp
10138,10658587.5,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
10139,11693137.5,steel,Steel,Rectangular,Sapphire crystal,Fold clasp
10140,9896287.5,steel,Steel,Circular,Sapphire crystal,Fold clasp
10141,16505156.25,steel,Leather,Circular,Sapphire crystal,Jewelry clasp
10142,6928762.5,steel,Leather,Circular,Sapphire crystal,Buckle
10143,16825050.0,steel,Leather,Circular,Sapphire crystal,Buckle
10144,10658587.5,steel,Steel,Rectangular,Sapphire crystal,Double-fold clasp
10145,6874312.5,steel,Leather,Rectangular,Sapphire crystal,Fold clasp
10146,9624037.5,steel,Leather,Rectangular,Sapphire crystal,Jewelry clasp
10147,10311468.75,steel,Leather,Rectangular,Sapphire crystal,Jewelry clasp
10148,9801000.0,steel,Leather,Circular,Sapphire crystal,Jewelry clasp
10149,11516175.0,steel,Textile,Rectangular,Sapphire crystal,Jewelry clasp
10150,12720881.25,steel,Steel,Rectangular,Sapphire crystal,Fold clasp
10151,19595193.75,steel,Leather,Rectangular,Sapphire crystal,Jewelry clasp
10152,6962793.75,steel,Leather,Rectangular,Sapphire crystal,Buckle
10154,16335000.0,steel,Animal skin,Circular,Sapphire crystal,Buckle
10155,17771118.75,Titanium,Leather,Circular,Sapphire crystal,Buckle
10156,9494718.75,steel,Leather,Circular,Sapphire crystal,Fold clasp
10157,9161212.5,steel,Leather,Circular,Sapphire crystal,Buckle
10158,16124006.25,steel,Rubber,Circular,Sapphire crystal,Fold clasp
10159,4662281.25,steel,Animal skin,Circular,Mineral Glass,Fold clasp
10160,1647112.5,steel,Steel,Circular,Glass,Double-fold clasp
10161,4424062.5,steel,Animal skin,Circular,Sapphire crystal,Fold clasp
10162,4424062.5,steel,Animal skin,Rectangular,Sapphire crystal,Fold clasp
10163,1463343.75,steel,Steel,Rectangular,Mineral Glass,Buckle
10164,2089518.75,steel,Steel,Rectangular,Mineral Glass,Buckle
10166,2232450.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
10167,2232450.0,steel,Steel,Circular,Mineral Glass,Fold clasp
10168,7323525.0,steel,Leather,Circular,Sapphire crystal,Buckle
10169,4505737.5,steel,Leather,Circular,Sapphire crystal,Buckle
10170,6050756.25,steel,Leather,Circular,Sapphire crystal,Buckle
10171,98956068.75,steel,Silicon,Circular,Sapphire crystal,Fold clasp
10172,73303312.5,steel,Rubber,Circular,Sapphire crystal,Buckle
10173,70444687.5,steel,Leather,Circular,Sapphire crystal,Buckle
10175,151268906.25,gold,Leather,Circular,Sapphire crystal,Jewelry clasp
10176,83853000.0,steel,Rubber,Circular,Sapphire crystal,Buckle
10177,145769456.25,gold,Leather,Circular,Sapphire crystal,Buckle
10178,217765968.75,gold,gold,Circular,Sapphire crystal,Buckle
10179,72826875.0,steel,Leather,Circular,Sapphire crystal,Buckle
10181,30628125.0,steel,Leather,Circular,Sapphire crystal,Buckle
10182,15395737.5,steel,Leather,Circular,Sapphire crystal,Buckle
10183,2164387.5,gold,Leather,Circular,Plexiglass,Buckle
10184,4553381.25,steel,Leather,Circular,Sapphire crystal,Buckle
10185,5962275.0,steel,Leather,Rectangular,Sapphire crystal,Buckle
10186,3062812.5,steel,Steel,Rectangular,Sapphire crystal,Fold clasp
10187,3090037.5,steel,Steel,Rectangular,Sapphire crystal,Buckle
10188,2606793.75,steel,Steel,Rectangular,Sapphire crystal,Fold clasp
10189,5111493.75,steel,Steel,Rectangular,Sapphire crystal,Fold clasp
10190,4818825.0,steel,Leather,Rectangular,Sapphire crystal,Fold clasp
10191,2647631.25,steel,Leather,Rectangular,Sapphire crystal,Buckle
10192,4519350.0,steel,Leather,Rectangular,Plastic,Buckle
10194,2443443.75,steel,Leather,Rectangular,Sapphire crystal,Buckle
10195,5125106.25,steel,Steel,Rectangular,Sapphire crystal,Buckle
10199,4437675.0,steel,Leather,Rectangular,Sapphire crystal,Buckle
10200,4390031.25,steel,Leather,Rectangular,Sapphire crystal,Buckle
10201,353925000.0,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
10202,268846875.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
10203,189724218.75,steel,Rubber,Circular,Sapphire crystal,Buckle
10204,922246875.0,Ceramic,Ceramic,Circular,Sapphire crystal,Fold clasp
10205,257786718.75,steel,Rubber,Circular,Sapphire crystal,Buckle
10206,381150000.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
10207,197381250.0,steel,Leather,Circular,Sapphire crystal,Fold clasp
10208,421647187.5,steel,Steel,Circular,Sapphire crystal,Fold clasp
10209,1293180693.75,gold,Rubber,Circular,Sapphire crystal,Fold clasp
10210,183761943.75,Titanium,Rubber,Circular,Sapphire crystal,Buckle
10211,251831250.0,Titanium,Rubber,Circular,Sapphire crystal,Buckle
10212,136118193.75,Carbon,Rubber,Circular,Sapphire crystal,Fold clasp
10213,139528125.0,steel,Leather,Circular,Sapphire crystal,Fold clasp
10214,204153468.75,steel,Rubber,Circular,Sapphire crystal,Buckle
10215,265409718.75,gold,Leather,Circular,Sapphire crystal,Fold clasp
10216,541096875.0,gold,Rubber,Circular,Sapphire crystal,Buckle
10217,125575312.5,steel,Rubber,Circular,Sapphire crystal,Fold clasp
10218,132721875.0,steel,Leather,Circular,Sapphire crystal,Fold clasp
10219,237878437.5,Ceramic,Animal skin,Circular,Sapphire crystal,Buckle
10220,168386625.0,Titanium,Rubber,Circular,Sapphire crystal,Buckle
10221,115699443.75,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
10222,577850625.0,gold,gold,Circular,Sapphire crystal,Fold clasp
10223,1667531250.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
10224,132721875.0,gold,Animal skin,Circular,Sapphire crystal,Buckle
10225,153140625.0,gold,Animal skin,Circular,Sapphire crystal,Buckle
10226,205616812.5,steel,Steel,Rectangular,Sapphire crystal,Fold clasp
10227,442065937.5,steel,Steel,Circular,Sapphire crystal,Buckle
10228,206399531.25,steel,Steel,Circular,Sapphire crystal,Fold clasp
10229,139528125.0,steel,Rubber,Rectangular,Sapphire crystal,Buckle
10230,687431250.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
10231,830362500.0,steel,gold,Circular,Sapphire crystal,Fold clasp
10232,1691353125.0,Ceramic,Ceramic,Circular,Sapphire crystal,Fold clasp
10233,2150775.0,steel,Leather,Rectangular,Plexiglass,Buckle
10234,7296300.0,steel,Leather,Circular,Mineral Glass,Buckle
10235,19425037.5,steel,Rubber,Circular,Sapphire crystal,Buckle
10236,12829781.25,steel,Rubber,Circular,Sapphire crystal,Buckle
10237,38080968.75,Titanium,Rubber,Circular,Sapphire crystal,Fold clasp
10238,21956962.5,steel,Leather,Rectangular,Sapphire crystal,Fold clasp
10239,29824987.5,steel,Steel,Circular,Sapphire crystal,Buckle
10241,21092568.75,Titanium,Titanium,Circular,Sapphire crystal,Double-fold clasp
10242,16103587.5,steel,Rubber,Circular,Sapphire crystal,Buckle
10243,21773193.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
10246,16668506.25,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
10247,15395737.5,steel,Steel,Circular,Sapphire crystal,Fold clasp
10248,18029756.25,steel,Steel,Circular,Sapphire crystal,"Fold clasp, hidden"
10249,10202568.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
10250,9521943.75,steel,Rubber,Circular,Sapphire crystal,Fold clasp
10251,17587350.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
10253,16668506.25,steel,Steel,Circular,Sapphire crystal,Fold clasp
10254,12584756.25,steel,Steel,Circular,Sapphire crystal,"Fold clasp, hidden"
10256,4417256.25,steel,Steel,Circular,Sapphire crystal,"Fold clasp, hidden"
10257,6125625.0,steel,Steel,Circular,Sapphire crystal,"Fold clasp, hidden"
10259,12251250.0,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
10260,5050237.5,steel,Rubber,Circular,Sapphire crystal,Fold clasp
10261,28586250.0,steel,Leather,Rectangular,Plexiglass,Buckle
10264,6670125.0,steel,Leather,Circular,Sapphire crystal,Buckle
10265,43798218.75,steel,Leather,Circular,Sapphire crystal,Buckle
10266,8596293.75,steel,Leather,Rectangular,Sapphire crystal,Jewelry clasp
10267,9501525.0,steel,Animal skin,Circular,Sapphire crystal,Buckle
10268,2674856.25,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
10270,1898943.75,steel,Leather,Circular,Sapphire crystal,Buckle
10272,2041875.0,steel,Leather,Circular,Sapphire crystal,Fold clasp
10274,2457056.25,steel,Textile,Circular,Plexiglass,Buckle
10275,1354443.75,steel,Textile,Circular,Mineral Glass,Buckle
10276,2599987.5,steel,Textile,Circular,Plexiglass,Buckle
10277,2457056.25,steel,Textile,Circular,Sapphire crystal,Buckle
10279,1218318.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
10281,4553381.25,steel,Leather,Circular,Sapphire crystal,Double-fold clasp
10285,1334025.0,steel,Steel,Rectangular,Mineral Glass,Buckle
10286,5499450.0,Titanium,Titanium,Circular,Sapphire crystal,Double-fold clasp
10287,4396837.5,steel,Animal skin,Rectangular,Sapphire crystal,Buckle
10288,2565956.25,steel,Steel,Circular,Sapphire crystal,"Fold clasp, hidden"
10289,4321968.75,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
10290,8793675.0,Titanium,Titanium,Rectangular,Sapphire crystal,Fold clasp
10291,871200.0,Plastic,Animal skin,Circular,Mineral Glass,Buckle
10292,728268.75,Plastic,Textile,Circular,Mineral Glass,Buckle
10293,680625.0,steel,Textile,Circular,Mineral Glass,Buckle
10294,946068.75,steel,Animal skin,Circular,Mineral Glass,Fold clasp
10298,789525.0,steel,Steel,Circular,Mineral Glass,Fold clasp
10302,1238737.5,Plastic,Textile,Circular,Mineral Glass,Buckle
10303,2191612.5,steel,Steel,Circular,Mineral Glass,Fold clasp
10304,1272768.75,steel,Steel,Circular,Mineral Glass,Fold clasp
10306,1545018.75,steel,Steel,Circular,Mineral Glass,Fold clasp
10307,21051731.25,steel,Silicon,Circular,Sapphire crystal,Buckle
10308,12421406.25,steel,Steel,Rectangular,Sapphire crystal,Fold clasp
10309,2382187.5,steel,Textile,Circular,Mineral Glass,Fold clasp
10310,2307318.75,steel,Steel,Circular,Mineral Glass,Fold clasp
10312,2688468.75,steel,Steel,Rectangular,Mineral Glass,Fold clasp
10313,2382187.5,steel,Steel,Circular,Mineral Glass,Fold clasp
10314,2150775.0,steel,gold,Circular,Mineral Glass,Double-fold clasp
10317,11686331.25,steel,Steel,Circular,Sapphire crystal,Fold clasp
10318,2974331.25,steel,Steel,Circular,Mineral Glass,Fold clasp
10319,3178518.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
10320,2361768.75,steel,Steel,Circular,Mineral Glass,Fold clasp
10321,2770143.75,steel,Leather,Circular,Mineral Glass,Fold clasp
10322,3723018.75,steel,Leather,Circular,Mineral Glass,Fold clasp
10323,9358593.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
10325,5445000.0,steel,Silicon,Circular,Sapphire crystal,Buckle
10328,6261750.0,steel,Leather,Circular,Sapphire crystal,Fold clasp
10329,17805150.0,steel,Leather,Circular,Sapphire crystal,Buckle
10332,2858625.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
10333,2994750.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
10335,8507812.5,steel,Steel,Circular,Sapphire crystal,Fold clasp
10337,18717187.5,steel,Steel,Circular,Sapphire crystal,Fold clasp
10338,19567968.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
10341,4662281.25,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
10342,2960718.75,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
10343,3743437.5,steel,Steel,Circular,Mineral Glass,Fold clasp
10344,4696312.5,steel,Leather,Circular,Sapphire crystal,Buckle
10345,6588450.0,steel,Leather,Circular,Mineral Glass,Buckle
10346,4982175.0,steel,Leather,Rectangular,Mineral Glass,Buckle
10347,5376937.5,steel,Leather,Circular,Sapphire crystal,Buckle
10348,11693137.5,Carbon,Leather,Rectangular,Sapphire crystal,Buckle
10349,7446037.5,steel,Leather,Rectangular,Sapphire crystal,Buckle
10351,10127700.0,steel,Leather,Rectangular,Sapphire crystal,Buckle
10352,10992093.75,steel,Rubber,Rectangular,Sapphire crystal,Buckle
10353,7296300.0,steel,Steel,Rectangular,Sapphire crystal,Double-fold clasp
10354,6588450.0,steel,Leather,Rectangular,Mineral Glass,Buckle
10356,1701562.5,steel,Textile,Circular,Sapphire crystal,Buckle
10357,5288456.25,steel,Animal skin,Circular,Sapphire crystal,Buckle
10366,20514037.5,steel,Rubber,Circular,Sapphire crystal,Fold clasp
10367,23073187.5,steel,Steel,Rectangular,Sapphire crystal,Double-fold clasp
10368,49113900.0,steel,Rubber,Circular,Sapphire crystal,Fold clasp
10369,17355937.5,steel,Rubber,Rectangular,Sapphire crystal,Double-fold clasp
10370,18982631.25,steel,Steel,Circular,Sapphire crystal,Fold clasp
10371,17219812.5,steel,Steel,Circular,Sapphire crystal,Fold clasp
10372,17240231.25,steel,Steel,Circular,Sapphire crystal,Fold clasp
10373,29314518.75,steel,Leather,Circular,Sapphire crystal,Buckle
10374,13551243.75,steel,Leather,Circular,Plastic,Buckle
10375,19717706.25,steel,Steel,Circular,Plexiglass,Fold clasp
10376,21841256.25,steel,Animal skin,Circular,Sapphire crystal,Buckle
10377,15354900.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
10378,12387375.0,steel,Leather,Circular,Plexiglass,Buckle
10379,16491543.75,steel,Leather,Circular,Sapphire crystal,Fold clasp
10380,14585793.75,steel,Leather,Circular,Sapphire crystal,Buckle
10381,18254362.5,steel,Leather,Circular,Plexiglass,Buckle
10382,13122450.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
10383,20452781.25,steel,Leather,Circular,Sapphire crystal,Fold clasp
10384,16055943.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
10385,8208337.5,steel,Leather,Circular,Sapphire crystal,Buckle
10386,10924031.25,steel,Animal skin,Circular,Sapphire crystal,Buckle
10387,34453237.5,steel,Steel,Circular,Sapphire crystal,Fold clasp
10389,13850718.75,steel,Textile,Circular,Sapphire crystal,Fold clasp
10390,11652300.0,steel,Leather,Circular,Plexiglass,Buckle
10391,13925587.5,steel,Rubber,Circular,Sapphire crystal,Fold clasp
10392,14626631.25,steel,Rubber,Circular,Sapphire crystal,Fold clasp
10393,22120312.5,steel,Rubber,Rectangular,Sapphire crystal,Double-fold clasp
10394,1395281.25,steel,Leather,Rectangular,Plexiglass,Buckle
10395,1089000.0,steel,Leather,Circular,Plastic,Buckle
10396,796331.25,steel,Leather,Rectangular,Plexiglass,Buckle
10397,626175.0,steel,Steel,Rectangular,Plexiglass,Buckle
10398,20527650.0,steel,Leather,Rectangular,Sapphire crystal,Double-fold clasp
10399,24189412.5,steel,Leather,Rectangular,Sapphire crystal,Double-fold clasp
10400,32983087.5,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
10401,4396837.5,steel,Steel,Rectangular,Sapphire crystal,"Fold clasp, hidden"
10402,2198418.75,steel,Steel,Circular,Sapphire crystal,Buckle
10403,4029300.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
10406,5057043.75,Titanium,Titanium,Circular,Sapphire crystal,Fold clasp
10407,1483762.5,steel,Animal skin,Circular,Sapphire crystal,Buckle
10408,1783237.5,steel,Animal skin,Circular,Sapphire crystal,Buckle
10409,1824075.0,steel,Animal skin,Circular,Sapphire crystal,Buckle
10411,1388475.0,steel,Animal skin,Circular,Sapphire crystal,Buckle
10412,1551825.0,steel,Animal skin,Circular,Sapphire crystal,Buckle
10413,1926168.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
10414,1456537.5,steel,Animal skin,Circular,Mineral Glass,Buckle
10416,2082712.5,steel,Steel,Circular,Mineral Glass,Fold clasp
10417,2191612.5,steel,Steel,Circular,Sapphire crystal,Fold clasp
10420,2552343.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
10422,1735593.75,steel,Animal skin,Circular,Sapphire crystal,Buckle
10423,1967006.25,steel,Animal skin,Circular,Sapphire crystal,Buckle
10424,2300512.5,steel,Steel,Circular,Sapphire crystal,Fold clasp
10426,3042393.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
10427,2361768.75,steel,Animal skin,Circular,Sapphire crystal,Buckle
10428,3580087.5,steel,Steel,Circular,Sapphire crystal,Fold clasp
10430,1878525.0,steel,Animal skin,Circular,Sapphire crystal,Buckle
10431,2171193.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
10432,2926687.5,steel,Steel,Circular,Sapphire crystal,Fold clasp
10436,2212031.25,steel,Leather,Rectangular,Sapphire crystal,Buckle
10437,5574318.75,steel,Rubber,Rectangular,Sapphire crystal,Buckle
10438,4873275.0,steel,Steel,Rectangular,Sapphire crystal,Double-fold clasp
10439,7330331.25,steel,Leather,Rectangular,Sapphire crystal,Buckle
10441,12203606.25,steel,Steel,Circular,Sapphire crystal,Fold clasp
10442,14735531.25,Carbon,Leather,Circular,Sapphire crystal,Buckle
10443,8378493.75,steel,Rubber,Circular,Sapphire crystal,Buckle
10445,8051793.75,steel,Leather,Rectangular,Sapphire crystal,Buckle
10446,9011475.0,steel,Rubber,Rectangular,Sapphire crystal,Buckle
10447,8419331.25,steel,Rubber,Rectangular,Sapphire crystal,Buckle
10448,8786868.75,steel,Rubber,Rectangular,Sapphire crystal,Buckle
10451,10447593.75,steel,Steel,Rectangular,Sapphire crystal,Fold clasp
10455,7983731.25,steel,Steel,Rectangular,Sapphire crystal,Fold clasp
10456,10556493.75,steel,Rubber,Circular,Sapphire crystal,Buckle
10457,9889481.25,Carbon,Leather,Rectangular,Sapphire crystal,Buckle
10459,7697868.75,steel,Rubber,Circular,Sapphire crystal,Buckle
10460,7915668.75,steel,Animal skin,Circular,Sapphire crystal,Buckle
10461,7697868.75,steel,Rubber,Rectangular,Sapphire crystal,Buckle
10462,9528750.0,steel,Rubber,Circular,Sapphire crystal,Buckle
10464,5710443.75,steel,Rubber,Circular,Sapphire crystal,Buckle
10466,10263825.0,steel,Rubber,Circular,Sapphire crystal,Buckle
10467,6159656.25,steel,Rubber,Circular,Sapphire crystal,Buckle
10468,11652300.0,steel,Leather,Circular,Sapphire crystal,Buckle
10469,18689962.5,Titanium,Rubber,Circular,Sapphire crystal,Buckle
10470,10420368.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
10471,10263825.0,steel,Steel,Circular,Sapphire crystal,Buckle
10472,9862256.25,steel,Rubber,Circular,Sapphire crystal,Buckle
10473,7847606.25,steel,Rubber,Circular,Sapphire crystal,Buckle
